Latitude,Longitude,ArchiveYear,Started,AcresBurned,Counties,WildfireOccurred,Region,Date
41.716516,-120.267904,2014,2014-08-26 21:47:00+00:00,0,Modoc,0,Northern California,8/26/2014
41.560585,-122.383636,2014,2014-08-27 00:32:00+00:00,0,Siskiyou,0,Northern California,8/27/2014
34.676053,-119.470281,2014,2014-08-27 14:59:00+00:00,0,Santa Barbara,0,Southern California,8/27/2014
39.377185,-122.924921,2014,2014-08-30 10:46:00+00:00,0,Lake,0,Northern California,8/30/2014
38.84591,-122.512298,2014,2014-09-01 09:19:00+00:00,0,Lake,0,Northern California,9/1/2014
36.121733,-117.516186,2014,2014-09-02 18:56:00+00:00,0,Inyo,0,Southern California,9/2/2014
37.8316,-120.3434,2014,2014-09-04 11:51:00+00:00,70,Tuolumne,1,Central California,9/4/2014
33.136147,-116.722028,2014,2014-09-06 06:48:00+00:00,0,San Diego,0,Southern California,9/6/2014
39.431484,-123.739568,2014,2014-09-08 20:25:00+00:00,0,Mendocino,0,Northern California,9/8/2014
40.7101,-122.171,2014,2014-09-10 00:30:00+00:00,1375,Shasta,1,Northern California,9/10/2014
38.695961,-122.384054,2014,2014-09-11 15:14:00+00:00,27,Napa,1,Western California,9/11/2014
33.748,-117.601,2014,2014-09-12 10:30:00+00:00,968,Orange,1,Southern California,9/12/2014
41.134,-123.753,2014,2014-09-12 15:00:00+00:00,210,Humboldt,1,Northern California,9/12/2014
39.113682,-120.999508,2014,2014-09-13 14:07:00+00:00,247,Nevada,1,Northern California,9/13/2014
38.805437,-120.629714,2014,2014-09-13 16:32:00+00:00,97717,El Dorado,1,Central California,9/13/2014
38.59,-120.028,2014,2014-09-14 09:15:00+00:00,94,El Dorado,1,Central California,9/14/2014
37.311915,-119.604124,2014,2014-09-14 13:36:00+00:00,320,Madera,1,Central California,9/14/2014
41.42384,-122.37432,2014,2014-09-15 13:38:00+00:00,516,Siskiyou,1,Northern California,9/15/2014
40.894466,-120.649286,2014,2014-09-17 13:17:00+00:00,0,Lassen,0,Northern California,9/17/2014
35.027761,-120.115154,2014,2014-09-21 04:09:00+00:00,0,Santa Barbara,0,Southern California,9/21/2014
35.786569,-118.310081,2014,2014-09-22 14:43:00+00:00,0,Kern,0,Southern California,9/22/2014
37.591851,-119.145214,2014,2014-09-22 18:56:00+00:00,0,Madera,0,Central California,9/22/2014
38.386922,-120.866339,2014,2014-09-23 06:10:00+00:00,0,Amador,0,Central California,9/23/2014
38.9195001,-120.1140659,2014,2014-09-25 18:00:00+00:00,20,El Dorado,1,Central California,9/25/2014
41.181473,-122.279313,2014,2014-09-26 15:16:00+00:00,0,Shasta,0,Northern California,9/26/2014
35.149195,-119.974202,2014,2014-09-27 02:06:00+00:00,0,San Luis Obispo,0,Southern California,9/27/2014
38.896449,-119.90421,2014,2014-09-30 19:40:00+00:00,0,El Dorado,0,Central California,9/30/2014
37.274229,-121.730777,2014,2014-10-01 04:07:00+00:00,0,Santa Clara,0,Western California,10/1/2014
41.899274,-122.335158,2014,2014-10-03 00:23:00+00:00,0,Siskiyou,0,Northern California,10/3/2014
41.892069,-123.412729,2014,2014-10-03 13:11:00+00:00,0,Siskiyou,0,Northern California,10/3/2014
38.457462,-121.04635,2014,2014-10-03 13:59:00+00:00,0,Sacramento,0,Central California,10/3/2014
40.154598,-123.09567,2014,2014-10-05 15:40:00+00:00,0,Trinity,0,Northern California,10/5/2014
34.295052,-119.308771,2014,2014-10-06 08:52:00+00:00,0,Ventura,0,Southern California,10/6/2014
39.405987,-121.585945,2014,2014-10-07 12:07:00+00:00,0,Butte,0,Northern California,10/7/2014
37.536014,-121.086734,2014,2014-10-07 15:28:00+00:00,0,Stanislaus,0,Central California,10/7/2014
41.382465,-120.583861,2014,2014-10-08 04:57:00+00:00,0,Modoc,0,Northern California,10/8/2014
34.099586,-118.284507,2014,2014-10-08 10:25:00+00:00,0,Los Angeles,0,Southern California,10/8/2014
40.674652,-121.261113,2014,2014-10-10 09:29:00+00:00,0,Lassen,0,Northern California,10/10/2014
35.238185,-118.424879,2014,2014-10-12 05:27:00+00:00,0,Kern,0,Southern California,10/12/2014
38.178328,-121.498056,2014,2014-10-13 00:32:00+00:00,0,San Joaquin,0,Central California,10/13/2014
33.93869,-117.70643,2014,2014-10-16 14:34:00+00:00,48,San Bernardino,1,Southern California,10/16/2014
35.222558,-115.061331,2014,2014-10-17 01:38:00+00:00,0,San Bernardino,0,Southern California,10/17/2014
36.069967,-120.570764,2014,2014-10-18 10:38:00+00:00,0,Fresno,0,Central California,10/18/2014
33.179055,-116.586714,2014,2014-10-20 13:27:00+00:00,0,San Diego,0,Southern California,10/20/2014
38.684055,-121.019417,2014,2014-10-20 15:17:00+00:00,0,El Dorado,0,Central California,10/20/2014
39.459818,-121.901347,2014,2014-10-22 08:40:00+00:00,0,Glenn,0,Northern California,10/22/2014
33.031592,-116.753602,2014,2014-10-23 08:09:00+00:00,0,San Diego,0,Southern California,10/23/2014
35.487569,-116.927861,2014,2014-10-24 01:54:00+00:00,0,San Bernardino,0,Southern California,10/24/2014
35.635444,-120.411981,2014,2014-10-28 03:10:00+00:00,0,San Luis Obispo,0,Southern California,10/28/2014
38.24464,-120.01375,2014,2014-10-28 15:35:00+00:00,0,Tuolumne,0,Central California,10/28/2014
36.877598,-121.74289,2014,2014-10-30 06:38:00+00:00,0,Monterey,0,Western California,10/30/2014
37.882027,-120.022207,2014,2014-10-31 03:04:00+00:00,0,Tuolumne,0,Central California,10/31/2014
36.179829,-118.133414,2014,2014-11-01 11:25:00+00:00,0,Tulare,0,Central California,11/1/2014
33.948026,-115.000938,2014,2014-11-01 23:34:00+00:00,0,Riverside,0,Southern California,11/1/2014
35.425823,-118.966472,2014,2014-11-02 11:47:00+00:00,0,Kern,0,Southern California,11/2/2014
32.902169,-116.511602,2014,2014-11-03 16:14:00+00:00,0,San Diego,0,Southern California,11/3/2014
37.800339,-120.079774,2014,2014-11-08 18:27:00+00:00,0,Mariposa,0,Central California,11/8/2014
38.463338,-121.017871,2014,2014-11-10 03:25:00+00:00,0,Amador,0,Central California,11/10/2014
36.825901,-117.858094,2014,2014-11-10 16:19:00+00:00,0,Inyo,0,Southern California,11/10/2014
37.557195,-122.052838,2014,2014-11-11 06:54:00+00:00,0,Alameda,0,Western California,11/11/2014
37.984896,-122.083316,2014,2014-11-11 13:12:00+00:00,0,Contra Costa,0,Western California,11/11/2014
38.041914,-119.691641,2014,2014-11-16 14:20:00+00:00,0,Tuolumne,0,Central California,11/16/2014
39.000683,-121.536672,2014,2014-11-17 03:18:00+00:00,0,Yuba,0,Central California,11/17/2014
36.24341,-119.373185,2014,2014-11-17 21:39:00+00:00,0,Tulare,0,Central California,11/17/2014
33.434138,-115.45606,2014,2014-11-18 15:25:00+00:00,0,Riverside,0,Southern California,11/18/2014
35.694624,-119.705323,2014,2014-11-22 01:08:00+00:00,0,Kern,0,Southern California,11/22/2014
39.161538,-122.611411,2014,2014-11-23 18:08:00+00:00,0,Lake,0,Northern California,11/23/2014
35.188354,-120.773633,2014,2014-11-24 11:54:00+00:00,0,San Luis Obispo,0,Southern California,11/24/2014
36.094471,-121.523067,2014,2014-11-25 11:02:00+00:00,0,Monterey,0,Western California,11/25/2014
38.942191,-122.306251,2014,2014-11-27 06:45:00+00:00,0,Colusa,0,Central California,11/27/2014
34.243284,-118.683893,2014,2014-12-01 07:31:00+00:00,0,Ventura,0,Southern California,12/1/2014
40.479414,-121.571571,2014,2014-12-01 18:00:00+00:00,0,Shasta,0,Northern California,12/1/2014
41.147151,-122.895507,2014,2014-12-03 03:01:00+00:00,0,Trinity,0,Northern California,12/3/2014
36.168342,-121.426129,2014,2014-12-03 22:53:00+00:00,0,Monterey,0,Western California,12/3/2014
38.735101,-122.543573,2014,2014-12-04 05:15:00+00:00,0,Lake,0,Northern California,12/4/2014
39.353746,-121.579604,2014,2014-12-05 23:20:00+00:00,0,Butte,0,Northern California,12/5/2014
38.120113,-120.607345,2014,2014-12-06 09:52:00+00:00,0,Calaveras,0,Central California,12/6/2014
35.231558,-115.246693,2014,2014-12-07 02:03:00+00:00,0,San Bernardino,0,Southern California,12/7/2014
35.387183,-120.413452,2014,2014-12-08 08:41:00+00:00,0,San Luis Obispo,0,Southern California,12/8/2014
37.617245,-120.827801,2014,2014-12-08 18:27:00+00:00,0,Stanislaus,0,Central California,12/8/2014
38.529476,-122.116269,2014,2014-12-08 22:22:00+00:00,0,Napa,0,Western California,12/8/2014
40.069418,-123.157378,2014,2014-12-08 22:47:00+00:00,0,Trinity,0,Northern California,12/8/2014
33.468039,-117.639178,2014,2014-12-09 05:46:00+00:00,0,Orange,0,Southern California,12/9/2014
35.268134,-119.529553,2014,2014-12-09 12:10:00+00:00,0,Kern,0,Southern California,12/9/2014
36.793053,-119.440793,2014,2014-12-11 07:14:00+00:00,0,Fresno,0,Central California,12/11/2014
39.510593,-121.687817,2014,2014-12-13 15:15:00+00:00,0,Butte,0,Northern California,12/13/2014
35.985514,-119.578798,2014,2014-12-14 03:49:00+00:00,0,Kings,0,Central California,12/14/2014
40.963284,-122.274948,2014,2014-12-16 10:59:00+00:00,0,Shasta,0,Northern California,12/16/2014
36.875133,-121.243468,2014,2014-12-17 15:12:00+00:00,0,San Benito,0,Western California,12/17/2014
35.325885,-119.017841,2014,2014-12-18 13:36:00+00:00,0,Kern,0,Southern California,12/18/2014
34.356579,-118.866743,2014,2014-12-24 03:34:00+00:00,0,Ventura,0,Southern California,12/24/2014
32.75749,-116.932226,2014,2014-12-24 03:36:00+00:00,0,San Diego,0,Southern California,12/24/2014
39.554394,-122.736473,2014,2014-12-24 15:31:00+00:00,0,Lake,0,Northern California,12/24/2014
36.877503,-119.341362,2014,2014-12-25 22:08:00+00:00,0,Fresno,0,Central California,12/25/2014
33.466606,-116.091788,2014,2014-12-28 07:36:00+00:00,0,Riverside,0,Southern California,12/28/2014
35.779171,-120.597974,2014,2014-12-28 12:19:00+00:00,0,San Luis Obispo,0,Southern California,12/28/2014
38.708225,-123.075674,2014,2014-12-28 13:52:00+00:00,0,Sonoma,0,Western California,12/28/2014
38.597518,-123.352101,2014,2014-12-29 16:43:00+00:00,0,Sonoma,0,Western California,12/29/2014
37.221668,-120.474623,2014,2014-12-30 06:07:00+00:00,0,Merced,0,Central California,12/30/2014
41.672011,-123.257253,2015,2015-01-01 00:31:00+00:00,0,Siskiyou,0,Northern California,1/1/2015
34.950791,-117.898812,2015,2015-01-02 01:50:00+00:00,0,Kern,0,Southern California,1/2/2015
36.725108,-119.384874,2015,2015-01-03 09:25:00+00:00,0,Fresno,0,Central California,1/3/2015
33.753028,-115.376519,2015,2015-01-03 14:36:00+00:00,0,Riverside,0,Southern California,1/3/2015
41.062835,-121.943526,2015,2015-01-04 19:37:00+00:00,0,Shasta,0,Northern California,1/4/2015
37.685176,-119.9062,2015,2015-01-05 03:47:00+00:00,0,Mariposa,0,Central California,1/5/2015
38.001417,-120.408262,2015,2015-01-06 00:30:00+00:00,0,Tuolumne,0,Central California,1/6/2015
40.879803,-123.830134,2015,2015-01-06 03:08:00+00:00,0,Humboldt,0,Northern California,1/6/2015
40.865876,-122.069921,2015,2015-01-07 21:53:00+00:00,0,Shasta,0,Northern California,1/7/2015
37.769483,-120.545093,2015,2015-01-09 05:06:00+00:00,0,Tuolumne,0,Central California,1/9/2015
34.038358,-115.765182,2015,2015-01-10 13:14:00+00:00,0,San Bernardino,0,Southern California,1/10/2015
37.598049,-120.240218,2015,2015-01-11 05:19:00+00:00,0,Mariposa,0,Central California,1/11/2015
40.507225,-122.348613,2015,2015-01-14 14:48:00+00:00,0,Shasta,0,Northern California,1/14/2015
37.168599,-120.478774,2015,2015-01-14 17:17:00+00:00,0,Merced,0,Central California,1/14/2015
34.506344,-117.470972,2015,2015-01-16 11:58:00+00:00,0,San Bernardino,0,Southern California,1/16/2015
37.818804,-121.806993,2015,2015-01-16 16:50:00+00:00,0,Contra Costa,0,Western California,1/16/2015
40.840488,-123.495281,2015,2015-01-18 00:56:00+00:00,0,Trinity,0,Northern California,1/18/2015
35.965309,-120.306346,2015,2015-01-19 09:23:00+00:00,0,Fresno,0,Central California,1/19/2015
39.376292,-121.732687,2015,2015-01-20 01:56:00+00:00,0,Butte,0,Northern California,1/20/2015
38.070138,-119.690467,2015,2015-01-20 03:09:00+00:00,0,Tuolumne,0,Central California,1/20/2015
35.597168,-120.113692,2015,2015-01-21 03:31:00+00:00,0,San Luis Obispo,0,Southern California,1/21/2015
39.279625,-123.254335,2015,2015-01-21 06:37:00+00:00,0,Mendocino,0,Northern California,1/21/2015
39.998866,-121.899504,2015,2015-01-22 00:26:00+00:00,0,Tehama,0,Northern California,1/22/2015
37.491321,-119.228148,2015,2015-01-22 12:11:00+00:00,0,Madera,0,Central California,1/22/2015
40.24328,-122.22998,2015,2015-01-22 20:04:00+00:00,0,Tehama,0,Northern California,1/22/2015
33.744879,-115.678002,2015,2015-01-23 11:23:00+00:00,0,Riverside,0,Southern California,1/23/2015
38.961271,-120.21297,2015,2015-01-25 06:48:00+00:00,0,El Dorado,0,Central California,1/25/2015
34.117516,-118.380578,2015,2015-01-25 21:13:00+00:00,0,Los Angeles,0,Southern California,1/25/2015
37.77124,-120.407705,2015,2015-01-27 04:36:00+00:00,0,Tuolumne,0,Central California,1/27/2015
41.806116,-121.462722,2015,2015-01-27 16:54:00+00:00,0,Siskiyou,0,Northern California,1/27/2015
39.020247,-122.887542,2015,2015-01-28 10:26:00+00:00,0,Lake,0,Northern California,1/28/2015
37.50113,-119.943698,2015,2015-01-29 18:12:00+00:00,0,Mariposa,0,Central California,1/29/2015
33.238106,-116.533933,2015,2015-01-30 05:45:00+00:00,0,San Diego,0,Southern California,1/30/2015
34.63843,-119.591931,2015,2015-01-30 06:05:00+00:00,0,Santa Barbara,0,Southern California,1/30/2015
32.952017,-116.849583,2015,2015-01-30 11:31:00+00:00,0,San Diego,0,Southern California,1/30/2015
40.354261,-120.510961,2015,2015-01-31 01:48:00+00:00,0,Lassen,0,Northern California,1/31/2015
38.802137,-119.949426,2015,2015-01-31 15:50:00+00:00,0,El Dorado,0,Central California,1/31/2015
36.615762,-121.470971,2015,2015-02-02 16:27:00+00:00,0,Monterey,0,Western California,2/2/2015
35.440969,-118.661124,2015,2015-02-02 17:49:00+00:00,0,Kern,0,Southern California,2/2/2015
38.629943,-122.343657,2015,2015-02-03 10:20:00+00:00,0,Napa,0,Western California,2/3/2015
38.110148,-119.511798,2015,2015-02-03 11:49:00+00:00,0,Tuolumne,0,Central California,2/3/2015
37.066134,-121.531148,2015,2015-02-04 00:29:00+00:00,0,Santa Clara,0,Western California,2/4/2015
36.535541,-119.424667,2015,2015-02-06 07:54:00+00:00,0,Tulare,0,Central California,2/6/2015
37.784542,-119.365077,2015,2015-02-07 14:38:00+00:00,0,Mariposa,0,Central California,2/7/2015
33.801016,-115.700744,2015,2015-02-08 22:47:00+00:00,0,Riverside,0,Southern California,2/8/2015
39.944837,-122.023763,2015,2015-02-09 19:05:00+00:00,0,Tehama,0,Northern California,2/9/2015
36.952351,-120.402331,2015,2015-02-10 16:01:00+00:00,0,Madera,0,Central California,2/10/2015
35.739537,-120.711378,2015,2015-02-11 14:43:00+00:00,0,San Luis Obispo,0,Southern California,2/11/2015
39.566288,-121.690662,2015,2015-02-13 04:13:00+00:00,0,Butte,0,Northern California,2/13/2015
34.942666,-118.076363,2015,2015-02-13 21:36:00+00:00,0,Kern,0,Southern California,2/13/2015
35.590801,-116.829847,2015,2015-02-14 18:40:00+00:00,0,San Bernardino,0,Southern California,2/14/2015
38.913307,-121.070185,2015,2015-02-17 21:44:00+00:00,0,Placer,0,Central California,2/17/2015
34.020614,-117.556354,2015,2015-02-19 02:01:00+00:00,0,Riverside,0,Southern California,2/19/2015
36.587565,-121.916287,2015,2015-02-19 14:49:00+00:00,0,Monterey,0,Western California,2/19/2015
40.885879,-122.171907,2015,2015-02-23 15:05:00+00:00,0,Shasta,0,Northern California,2/23/2015
41.485,-121.851,2015,2015-02-24 12:15:00+00:00,200,Siskiyou,1,Northern California,2/24/2015
35.35656,-119.595395,2015,2015-02-25 08:03:00+00:00,0,Kern,0,Southern California,2/25/2015
38.751951,-120.97117,2015,2015-02-27 02:29:00+00:00,0,El Dorado,0,Central California,2/27/2015
33.734378,-117.365932,2015,2015-02-27 08:10:00+00:00,0,Riverside,0,Southern California,2/27/2015
33.396868,-116.78162,2015,2015-02-28 05:45:00+00:00,0,San Diego,0,Southern California,2/28/2015
40.107938,-121.628763,2015,2015-03-01 19:52:00+00:00,0,Tehama,0,Northern California,3/1/2015
38.378368,-122.345784,2015,2015-03-03 18:24:00+00:00,0,Napa,0,Western California,3/3/2015
36.099638,-120.605725,2015,2015-03-08 16:01:00+00:00,0,Monterey,0,Western California,3/8/2015
41.139947,-122.120795,2015,2015-03-09 17:00:00+00:00,0,Shasta,0,Northern California,3/9/2015
37.003479,-120.450209,2015,2015-03-10 11:27:00+00:00,0,Madera,0,Central California,3/10/2015
36.389736,-121.591373,2015,2015-03-10 16:51:00+00:00,0,Monterey,0,Western California,3/10/2015
37.829407,-121.378594,2015,2015-03-11 11:01:00+00:00,0,San Joaquin,0,Central California,3/11/2015
35.792288,-118.361968,2015,2015-03-11 17:21:00+00:00,0,Tulare,0,Central California,3/11/2015
35.519395,-120.948814,2015,2015-03-12 14:03:00+00:00,0,San Luis Obispo,0,Southern California,3/12/2015
40.992274,-121.39557,2015,2015-03-14 16:21:00+00:00,0,Shasta,0,Northern California,3/14/2015
37.530938,-121.752842,2015,2015-03-15 07:20:00+00:00,0,Alameda,0,Western California,3/15/2015
35.114096,-120.195129,2015,2015-03-17 04:38:00+00:00,0,San Luis Obispo,0,Southern California,3/17/2015
39.559729,-122.028161,2015,2015-03-20 02:14:00+00:00,0,Glenn,0,Northern California,3/20/2015
33.621062,-117.232751,2015,2015-03-22 10:00:00+00:00,0,Riverside,0,Southern California,3/22/2015
39.463705,-122.89445,2015,2015-03-24 09:27:00+00:00,0,Lake,0,Northern California,3/24/2015
36.162547,-120.615918,2015,2015-03-26 13:15:00+00:00,0,Fresno,0,Central California,3/26/2015
37.628193,-120.915527,2015,2015-03-26 17:05:00+00:00,0,Stanislaus,0,Central California,3/26/2015
36.167312,-117.969747,2015,2015-03-28 03:30:00+00:00,0,Inyo,0,Southern California,3/28/2015
41.492134,-121.15334,2015,2015-03-29 09:34:00+00:00,0,Modoc,0,Northern California,3/29/2015
35.867896,-119.964017,2015,2015-03-30 08:19:00+00:00,0,Kings,0,Central California,3/30/2015
35.851016,-119.706504,2015,2015-03-31 15:23:00+00:00,0,Kings,0,Central California,3/31/2015
35.589746,-120.198556,2015,2015-04-01 22:52:00+00:00,0,San Luis Obispo,0,Southern California,4/1/2015
36.924098,-119.358077,2015,2015-04-03 08:09:00+00:00,0,Fresno,0,Central California,4/3/2015
38.151085,-120.782661,2015,2015-04-06 11:59:00+00:00,0,Calaveras,0,Central California,4/6/2015
38.75828,-122.368659,2015,2015-04-07 10:44:00+00:00,0,Napa,0,Western California,4/7/2015
38.573078,-123.233969,2015,2015-04-10 10:41:00+00:00,0,Sonoma,0,Western California,4/10/2015
35.128413,-118.131376,2015,2015-04-11 16:44:00+00:00,0,Kern,0,Southern California,4/11/2015
40.05083333,-120.7016667,2015,2015-04-13 05:30:00+00:00,137,Plumas,1,Northern California,4/13/2015
33.557143,-115.294814,2015,2015-04-15 09:30:00+00:00,0,Riverside,0,Southern California,4/15/2015
39.44129,-121.406323,2015,2015-04-16 08:36:00+00:00,0,Butte,0,Northern California,4/16/2015
33.884313,-117.642759,2015,2015-04-18 18:12:00+00:00,1049,Riverside,1,Southern California,4/18/2015
33.356079,-116.359983,2015,2015-04-19 02:07:00+00:00,0,San Diego,0,Southern California,4/19/2015
37.30979,-120.159814,2015,2015-04-19 04:53:00+00:00,0,Mariposa,0,Central California,4/19/2015
33.150445,-116.967954,2015,2015-04-19 07:38:00+00:00,0,San Diego,0,Southern California,4/19/2015
38.022854,-122.57471,2015,2015-04-24 15:19:00+00:00,0,Marin,0,Western California,4/24/2015
40.951865,-121.89336,2015,2015-04-25 04:57:00+00:00,0,Shasta,0,Northern California,4/25/2015
37.633775,-121.958297,2015,2015-04-25 10:30:00+00:00,0,Alameda,0,Western California,4/25/2015
37.221299,-121.934418,2015,2015-04-26 14:13:00+00:00,0,Santa Clara,0,Western California,4/26/2015
37.674515,-119.133322,2015,2015-04-26 23:04:00+00:00,0,Madera,0,Central California,4/26/2015
36.306151,-121.884133,2015,2015-04-30 03:28:00+00:00,0,Monterey,0,Western California,4/30/2015
38.040068,-121.575027,2015,2015-05-03 15:53:00+00:00,0,Contra Costa,0,Western California,5/3/2015
40.461328,-120.809919,2015,2015-05-03 16:55:00+00:00,0,Lassen,0,Northern California,5/3/2015
38.199069,-121.663458,2015,2015-05-06 01:10:00+00:00,0,Solano,0,Western California,5/6/2015
39.333789,-121.76516,2015,2015-05-07 07:50:00+00:00,0,Butte,0,Northern California,5/7/2015
37.263381,-119.543761,2015,2015-05-08 04:46:00+00:00,0,Madera,0,Central California,5/8/2015
34.797953,-118.013986,2015,2015-05-08 19:57:00+00:00,0,Los Angeles,0,Southern California,5/8/2015
33.70548,-115.07805,2015,2015-05-08 21:43:00+00:00,0,Riverside,0,Southern California,5/8/2015
37.08312,-121.06963,2015,2015-05-11 10:26:00+00:00,275,Merced,1,Central California,5/11/2015
38.116683,-118.998041,2015,2015-05-13 11:01:00+00:00,0,Mono,0,Central California,5/13/2015
34.905026,-117.887104,2015,2015-05-16 20:02:00+00:00,0,Kern,0,Southern California,5/16/2015
38.204109,-120.565238,2015,2015-05-18 18:01:00+00:00,0,Calaveras,0,Central California,5/18/2015
37.119675,-119.852149,2015,2015-05-21 18:49:00+00:00,0,Madera,0,Central California,5/21/2015
38.391352,-122.805802,2015,2015-05-22 10:54:00+00:00,0,Sonoma,0,Western California,5/22/2015
39.872711,-121.985392,2015,2015-05-25 04:35:00+00:00,0,Butte,0,Northern California,5/25/2015
39.846169,-121.863164,2015,2015-05-25 10:20:00+00:00,0,Butte,0,Northern California,5/25/2015
37.225845,-118.737892,2015,2015-05-25 16:21:00+00:00,0,Fresno,0,Central California,5/25/2015
32.966313,-116.85496,2015,2015-05-25 17:32:00+00:00,0,San Diego,0,Southern California,5/25/2015
40.400791,-120.245842,2015,2015-05-28 03:02:00+00:00,0,Lassen,0,Northern California,5/28/2015
36.745392,-118.598981,2015,2015-05-28 17:37:00+00:00,0,Fresno,0,Central California,5/28/2015
33.846623,-117.619,2015,2015-05-29 18:53:00+00:00,0,Riverside,0,Southern California,5/29/2015
38.269404,-121.984157,2015,2015-06-02 10:26:00+00:00,0,Solano,0,Western California,6/2/2015
38.561805,-120.125786,2015,2015-06-03 05:17:00+00:00,0,Amador,0,Central California,6/3/2015
40.751602,-122.618416,2015,2015-06-03 07:24:00+00:00,0,Shasta,0,Northern California,6/3/2015
33.777669,-117.366056,2015,2015-06-04 22:57:00+00:00,0,Riverside,0,Southern California,6/4/2015
37.035193,-119.931006,2015,2015-06-09 00:04:00+00:00,0,Madera,0,Central California,6/9/2015
39.204581,-121.22852,2015,2015-06-09 08:50:00+00:00,0,Nevada,0,Northern California,6/9/2015
36.332316,-121.812401,2015,2015-06-09 10:38:00+00:00,0,Monterey,0,Western California,6/9/2015
41.1513,-123.8292,2015,2015-06-10 07:42:00+00:00,20,Humboldt,1,Northern California,6/10/2015
40.924,-123.168,2015,2015-06-10 15:00:00+00:00,1542,Trinity,1,Northern California,6/10/2015
40.669713,-122.675595,2015,2015-06-11 23:13:00+00:00,0,Shasta,0,Northern California,6/11/2015
33.863882,-115.779089,2015,2015-06-12 16:25:00+00:00,0,Riverside,0,Southern California,6/12/2015
33.88031,-116.485181,2015,2015-06-13 02:36:00+00:00,0,Riverside,0,Southern California,6/13/2015
36.997698,-121.68378,2015,2015-06-13 09:59:00+00:00,0,Santa Clara,0,Western California,6/13/2015
36.695744,-119.730968,2015,2015-06-13 10:44:00+00:00,0,Fresno,0,Central California,6/13/2015
37.063585,-121.085352,2015,2015-06-14 19:11:00+00:00,0,Merced,0,Central California,6/14/2015
35.77937,-120.19482,2015,2015-06-15 15:46:00+00:00,67,Kern,1,Southern California,6/15/2015
38.5287,-122.3415,2015,2015-06-16 14:27:00+00:00,38,Napa,1,Western California,6/16/2015
38.260777,-121.135426,2015,2015-06-16 16:42:00+00:00,60,Amador,1,Central California,6/16/2015
40.0133,-122.552,2015,2015-06-17 12:50:00+00:00,55,Tehama,1,Northern California,6/17/2015
34.16027778,-116.8927778,2015,2015-06-17 15:52:00+00:00,31359,San Bernardino,1,Southern California,6/17/2015
32.9421,-116.8534,2015,2015-06-17 17:03:00+00:00,171,San Diego,1,Southern California,6/17/2015
39.2688,-121.26471,2015,2015-06-18 13:07:00+00:00,158,Yuba,1,Central California,6/18/2015
37.165767,-119.523943,2015,2015-06-18 21:00:00+00:00,920,Madera,1,Central California,6/18/2015
40.875667,-121.033667,2015,2015-06-19 16:15:00+00:00,60,Lassen,1,Northern California,6/19/2015
38.598056,-119.751944,2015,2015-06-19 19:00:00+00:00,0,Alpine,1,Central California,6/19/2015
37.072561,-119.6958,2015,2015-06-21 12:08:00+00:00,135,Madera,1,Central California,6/21/2015
40.047549,-121.543364,2015,2015-06-22 11:18:00+00:00,0,Butte,0,Northern California,6/22/2015
34.361007,-118.535793,2015,2015-06-24 13:22:00+00:00,415,Los Angeles,1,Southern California,6/24/2015
34.165974,-117.243878,2015,2015-06-25 18:30:00+00:00,100,San Bernardino,1,Southern California,6/25/2015
32.6449163,-116.9454387,2015,2015-06-26 16:06:00+00:00,80,San Diego,1,Southern California,6/26/2015
38.519132,-122.181878,2015,2015-06-27 12:51:00+00:00,19,Napa,1,Western California,6/27/2015
39.7806004,-123.248214,2015,2015-06-28 13:30:00+00:00,35,Mendocino,1,Northern California,6/28/2015
38.709806,-122.357994,2015,2015-07-02 21:12:00+00:00,0,Napa,0,Western California,7/2/2015
33.298605,-117.403442,2015,2015-07-03 13:55:00+00:00,0,San Diego,0,Southern California,7/3/2015
39.0263,-123.303,2015,2015-07-04 15:30:00+00:00,23,Mendocino,1,Northern California,7/4/2015
39.8448,-122.3638,2015,2015-07-04 16:33:00+00:00,170,Tehama,1,Northern California,7/4/2015
33.583469,-115.382314,2015,2015-07-05 01:58:00+00:00,0,Riverside,0,Southern California,7/5/2015
38.4113,-122.0789,2015,2015-07-06 10:47:00+00:00,150,Solano,1,Western California,7/6/2015
40.5953,-122.4397,2015,2015-07-07 12:34:00+00:00,18,Shasta,1,Northern California,7/7/2015
35.7183,-121.0157,2015,2015-07-10 12:41:00+00:00,95,San Luis Obispo,1,Southern California,7/10/2015
38.1029,-122.1578,2015,2015-07-10 13:36:00+00:00,40,Solano,1,Western California,7/10/2015
33.986204,-117.43942,2015,2015-07-12 13:52:00+00:00,21,Riverside,1,Southern California,7/12/2015
34.0783472,-117.0487863,2015,2015-07-12 14:46:00+00:00,54,San Bernardino,1,Southern California,7/12/2015
33.7626,-117.7274,2015,2015-07-13 10:47:00+00:00,214,Orange,1,Southern California,7/13/2015
41.8048,-122.5029,2015,2015-07-13 17:56:00+00:00,181,Siskiyou,1,Northern California,7/13/2015
33.400468,-116.728532,2015,2015-07-14 02:01:00+00:00,0,San Diego,0,Southern California,7/14/2015
34.077384,-114.52303,2015,2015-07-14 07:39:00+00:00,0,Riverside,0,Southern California,7/14/2015
33.21407,-116.73472,2015,2015-07-16 11:30:00+00:00,25,San Diego,1,Southern California,7/16/2015
34.339,-117.478,2015,2015-07-17 14:33:00+00:00,4250,San Bernardino,1,Southern California,7/17/2015
